Ensemble HUGO OMIM_ID
ENSG00000021300 PLEKHB1 NA
ENSG00000175575 PAAF1 NA
ENSG00000214517 PPME1 NA
ENSG00000077514 POLD3 NA
ENSG00000162139 NEU3 NA
ENSG00000149257 SERPINH1 613848
ENSG00000149257 SERPINH1 610504
ENSG00000166391 MOGAT2 NA
ENSG00000158636 C11orf30 NA
ENSG00000182704 TSKU NA
ENSG00000078124 ACER3 NA
ENSG00000149260 CAPN5 193235
ENSG00000137474 MYO7A 601317
ENSG00000137474 MYO7A 600060
ENSG00000137474 MYO7A 276900
ENSG00000149269 PAK1 NA
ENSG00000151366 NDUFC2 NA
ENSG00000165494 PCF11 NA
ENSG00000074266 EED NA
ENSG00000077498 TYR 606952
ENSG00000077498 TYR 601800
ENSG00000077498 TYR 203100
ENSG00000077498 TYR 103470
ENSG00000086205 FOLH1 NA
ENSG00000134640 MTNR1B NA
ENSG00000165325 CCDC67 NA
ENSG00000182919 C11orf54 NA
ENSG00000042429 MED17 613668
ENSG00000110218 PANX1 NA
ENSG00000196371 FUT4 NA
ENSG00000134627 PIWIL4 NA
ENSG00000166025 AMOTL1 NA
ENSG00000166037 CEP57 614114
ENSG00000023445 BIRC3 NA
ENSG00000110330 BIRC2 NA
ENSG00000170967 DDI1 NA
ENSG00000152578 GRIA4 NA
ENSG00000110675 ELMOD1 NA
ENSG00000166266 CUL5 NA
ENSG00000075239 ACAT1 203750
ENSG00000149311 ATM 208900
ENSG00000178105 DDX10 NA
ENSG00000137714 FDX1 NA
ENSG00000150750 C11orf53 NA
ENSG00000170145 SIK2 NA
ENSG00000137720 C11orf1 NA
ENSG00000170276 NA NA
ENSG00000150764 DIXDC1 NA
ENSG00000150768 DLAT 245348
ENSG00000150779 TIMM8B NA
ENSG00000204370 SDHD 615106
ENSG00000204370 SDHD 606864
ENSG00000204370 SDHD 171300
ENSG00000204370 SDHD 168000
ENSG00000204370 SDHD 114900
ENSG00000150787 PTS 261640
ENSG00000149294 NCAM1 NA
ENSG00000166736 HTR3A NA
ENSG00000109906 ZBTB16 612447
ENSG00000076053 RBM7 NA
ENSG00000076043 REXO2 NA
ENSG00000204361 NXPE2 NA
ENSG00000110245 APOC3 614028
ENSG00000198851 CD3E 186830
ENSG00000160654 CD3G 186740
ENSG00000110344 UBE4A NA
ENSG00000118058 KMT2A 605130
ENSG00000118058 KMT2A 159555
ENSG00000095139 ARCN1 NA
ENSG00000019144 PHLDB1 NA
ENSG00000196655 TRAPPC4 NA
ENSG00000160695 VPS11 NA
ENSG00000172273 HINFP NA
ENSG00000172350 ABCG4 NA
ENSG00000172367 PDZD3 NA
ENSG00000110395 CBL 613563
ENSG00000137709 POU2F3 NA
ENSG00000196914 ARHGEF12 NA
ENSG00000149403 GRIK4 NA
ENSG00000109929 SC5D 607330
ENSG00000137642 SORL1 104300
ENSG00000154127 UBASH3B NA
ENSG00000109943 CRTAM NA
ENSG00000023171 GRAMD1B NA
ENSG00000154143 PANX3 NA
ENSG00000154144 TBRG1 NA
ENSG00000064199 SPA17 NA
ENSG00000154146 NRGN NA
ENSG00000154134 ROBO3 607313
ENSG00000134955 SLC37A2 NA
ENSG00000165495 PKNOX2 NA
ENSG00000134910 STT3A NA
ENSG00000149554 CHEK1 NA
ENSG00000198331 HYLS1 236680
ENSG00000197798 FAM118B NA
ENSG00000110074 FOXRED1 252010
ENSG00000150455 TIRAP 614382
ENSG00000150455 TIRAP 611162
ENSG00000150455 TIRAP 610799
ENSG00000150455 TIRAP 607948
ENSG00000110063 DCPS NA
ENSG00000110080 ST3GAL4 NA
ENSG00000151702 FLI1 612219
ENSG00000120457 KCNJ5 613677
ENSG00000120457 KCNJ5 613485
ENSG00000043039 BARX2 NA
ENSG00000149418 ST14 610765
ENSG00000182667 NTM NA
ENSG00000166086 JAM3 613730
ENSG00000151502 VPS26B NA
ENSG00000151498 ACAD8 611283
ENSG00000142082 SIRT3 NA
ENSG00000185187 SIGIRR NA
ENSG00000174775 HRAS 607464
ENSG00000174775 HRAS 218040
ENSG00000174775 HRAS 163200
ENSG00000174775 HRAS 109800
ENSG00000185507 IRF7 NA
ENSG00000070031 SCT NA
ENSG00000177030 DEAF1 NA
ENSG00000177225 PDDC1 NA
ENSG00000184524 CEND1 NA
ENSG00000177542 SLC25A22 609304
ENSG00000177595 PIDD NA
ENSG00000177700 POLR2L NA
ENSG00000078902 TOLLIP NA
ENSG00000182208 MOB2 NA
ENSG00000184545 DUSP8 NA
ENSG00000167244 IGF2 180860
ENSG00000180176 TH 605407
ENSG00000183734 ASCL2 NA
ENSG00000129757 CDKN1C 614732
ENSG00000129757 CDKN1C 130650
ENSG00000205531 NAP1L4 NA
ENSG00000110619 CARS NA
ENSG00000021762 OSBPL5 NA
ENSG00000110713 NUP98 NA
ENSG00000177105 RHOG NA
ENSG00000132109 TRIM21 NA
ENSG00000132256 TRIM5 NA
ENSG00000051009 FAM160A2 NA
ENSG00000166313 APBB1 NA
ENSG00000110169 HPX NA
ENSG00000110171 TRIM3 NA
ENSG00000132254 ARFIP2 NA
ENSG00000166337 TAF10 NA
ENSG00000166340 TPP1 204500
ENSG00000166341 DCHS1 NA
ENSG00000158042 MRPL17 NA
ENSG00000166394 CYB5R2 NA
ENSG00000166407 LMO1 NA
ENSG00000166444 ST5 NA
ENSG00000176029 C11orf16 NA
ENSG00000176009 ASCL3 NA
ENSG00000175348 TMEM9B NA
ENSG00000184014 DENND5A NA
ENSG00000133812 SBF2 604563
ENSG00000110321 EIF4G2 NA
ENSG00000110315 RNF141 NA
ENSG00000072952 MRVI1 NA
ENSG00000148925 BTBD10 NA
ENSG00000134313 KIDINS220 NA
ENSG00000129083 COPB1 NA
ENSG00000129084 PSMA1 NA
ENSG00000110680 CALCA NA
ENSG00000110693 SOX6 NA
ENSG00000011405 PIK3C2A NA
ENSG00000006611 USH1C 602092
ENSG00000006611 USH1C 276904
ENSG00000006611 USH1C 276900
ENSG00000129158 SERGEF NA
ENSG00000129167 TPH1 NA
ENSG00000166788 SAAL1 NA
ENSG00000148965 SAA4 NA
ENSG00000110756 HPS5 614074
ENSG00000074319 TSG101 NA
ENSG00000179119 SPTY2D1 NA
ENSG00000110786 PTPN5 NA
ENSG00000129173 E2F8 NA
ENSG00000183161 FANCF 603467
ENSG00000148942 SLC5A12 NA
ENSG00000148943 LIN7C NA
ENSG00000121621 KIF18A NA
ENSG00000182255 KCNA4 NA
ENSG00000066382 MPPED2 NA
ENSG00000007372 PAX6 604229
ENSG00000007372 PAX6 206700
ENSG00000007372 PAX6 165550
ENSG00000007372 PAX6 148190
ENSG00000007372 PAX6 136520
ENSG00000007372 PAX6 120430
ENSG00000007372 PAX6 120200
ENSG00000007372 PAX6 106210
ENSG00000184937 WT1 608978
ENSG00000184937 WT1 256370
ENSG00000184937 WT1 194080
ENSG00000184937 WT1 194070
ENSG00000184937 WT1 156240
ENSG00000184937 WT1 136680
ENSG00000176102 CSTF3 NA
ENSG00000110429 FBXO3 NA
ENSG00000135363 LMO2 NA
ENSG00000135374 ELF5 NA
ENSG00000110436 SLC1A2 NA
ENSG00000110442 COMMD9 NA
ENSG00000175104 TRAF6 NA
ENSG00000148948 LRRC4C NA
ENSG00000052850 ALX4 613451
ENSG00000052850 ALX4 609597
ENSG00000052850 ALX4 601224
ENSG00000019505 SYT13 NA
ENSG00000175264 CHST1 NA
ENSG00000121680 PEX16 614877
ENSG00000121680 PEX16 614876
ENSG00000135365 PHF21A NA
ENSG00000175220 ARHGAP1 NA
ENSG00000175216 CKAP5 NA
ENSG00000149182 ARFGAP2 NA
ENSG00000030066 NUP160 NA
ENSG00000134571 MYBPC3 115197
ENSG00000066336 SPI1 NA
ENSG00000165916 PSMC3 NA
ENSG00000165917 RAPSN 608931
ENSG00000165917 RAPSN 208150
ENSG00000149187 CELF1 NA
ENSG00000123444 KBTBD4 NA
ENSG00000165923 AGBL2 NA
ENSG00000109920 FNBP4 NA
ENSG00000149115 TNKS1BP1 NA
ENSG00000149136 SSRP1 NA
ENSG00000186652 PRG2 NA
ENSG00000149150 SLC43A1 NA
ENSG00000134809 TIMM10 NA
ENSG00000156587 UBE2L6 NA
ENSG00000166793 YPEL4 NA
ENSG00000156603 MED19 NA
ENSG00000110031 LPXN NA
ENSG00000149124 GLYAT NA
ENSG00000110048 OSBP NA
ENSG00000166889 PATL1 NA
ENSG00000166902 MRPL16 NA
ENSG00000134812 GIF 261000
ENSG00000110107 PRPF19 NA
ENSG00000167987 VPS37C NA
ENSG00000167986 DDB1 NA
ENSG00000149532 CPSF7 NA
ENSG00000011347 SYT7 NA
ENSG00000149485 FADS1 NA
ENSG00000167994 RAB3IL1 NA
ENSG00000124942 AHNAK NA
ENSG00000149016 TUT1 NA
ENSG00000149480 MTA2 NA
ENSG00000149499 EML3 NA
ENSG00000089597 GANAB NA
ENSG00000185085 INTS5 NA
ENSG00000162194 C11orf48 NA
ENSG00000162191 UBXN1 NA
ENSG00000185670 ZBTB3 NA
ENSG00000162231 NXF1 NA
ENSG00000162236 STX5 NA
ENSG00000133316 WDR74 NA
ENSG00000168539 CHRM1 NA
ENSG00000197901 SLC22A6 NA
ENSG00000197658 SLC22A24 NA
ENSG00000176485 PLA2G16 NA
ENSG00000184743 ATL3 NA
ENSG00000167771 RCOR2 NA
ENSG00000002330 BAD NA
ENSG00000173113 TRMT112 NA
ENSG00000110076 NRXN2 NA
ENSG00000068831 RASGRP2 NA
ENSG00000068976 PYGM 232600
ENSG00000168066 SF1 NA
ENSG00000168067 MAP4K2 NA
ENSG00000133895 MEN1 145000
ENSG00000133895 MEN1 131100
ENSG00000171219 CDC42BPG NA
ENSG00000110047 EHD1 NA
ENSG00000168062 BATF2 NA
ENSG00000168060 NAALADL1 NA
ENSG00000146670 CDCA5 NA
ENSG00000149806 FAU NA
ENSG00000162298 SYVN1 NA
ENSG00000168056 LTBP3 613097
ENSG00000173327 MAP3K11 NA
ENSG00000173039 RELA NA
ENSG00000172757 CFL1 NA
ENSG00000172638 EFEMP2 614437
ENSG00000172500 FIBP NA
ENSG00000175592 FOSL1 NA
ENSG00000175573 C11orf68 NA
ENSG00000175376 EIF1AD NA
ENSG00000175294 CATSPER1 612997
ENSG00000174851 YIF1A NA
ENSG00000174791 RIN1 NA
ENSG00000174744 BRMS1 NA
ENSG00000174684 B3GNT1 615287
ENSG00000174547 MRPL11 NA
ENSG00000174080 CTSF 615362
ENSG00000173898 SPTBN2 600224
ENSG00000173599 PC 266150
ENSG00000175482 POLD4 NA
ENSG00000172531 PPP1CA NA
ENSG00000213402 PTPRCAP NA
ENSG00000172725 CORO1B NA
ENSG00000172663 TMEM134 NA
ENSG00000110697 PITPNM1 NA
ENSG00000167797 CDK2AP2 NA
ENSG00000167791 CABP2 614899
ENSG00000110721 CHKA NA
ENSG00000110066 SUV420H1 NA
ENSG00000110090 CPT1A 255120
ENSG00000162344 FGF19 NA
ENSG00000075388 FGF4 NA
ENSG00000186895 FGF3 610706
ENSG00000172893 DHCR7 270400
ENSG00000137497 NUMA1 NA
ENSG00000149357 LAMTOR1 NA
ENSG00000165462 PHOX2A 602078
ENSG00000162129 CLPB NA
ENSG00000186642 PDE2A NA
ENSG00000186635 ARAP1 NA
ENSG00000137478 FCHSD2 NA
ENSG00000175567 UCP2 607447
ENSG00000175564 UCP3 601665
ENSG00000149380 P4HA3 NA
ENSG00000054938 CHRDL2 NA
ENSG00000137486 ARRB1 NA
ENSG00000171533 MAP6 NA
ENSG00000085741 WNT11 NA
ENSG00000074201 CLNS1A NA
ENSG00000048649 RSF1 NA
ENSG00000159063 ALG8 608104
ENSG00000033327 GAB2 NA
ENSG00000137509 PRCP NA
ENSG00000137502 RAB30 NA
ENSG00000150672 DLG2 NA
ENSG00000179071 CCDC89 NA
ENSG00000137501 SYTL2 NA
ENSG00000073921 PICALM NA
ENSG00000151376 ME3 NA
ENSG00000174804 FZD4 133780
ENSG00000123892 RAB38 NA
ENSG00000109861 CTSC 245010
ENSG00000109861 CTSC 245000
ENSG00000109861 CTSC 170650
ENSG00000168959 GRM5 NA
ENSG00000086991 NOX4 NA
ENSG00000110172 CHORDC1 NA
ENSG00000123901 GPR83 NA
ENSG00000020922 MRE11A 604391
ENSG00000150316 CWC15 NA
ENSG00000149212 SESN3 NA
ENSG00000077458 FAM76B NA
ENSG00000087053 MTMR2 601382
ENSG00000184384 MAML2 NA
ENSG00000149231 CCDC82 NA
ENSG00000082175 PGR NA
ENSG00000137672 TRPC6 603965
ENSG00000152558 TMEM123 NA
ENSG00000137673 MMP7 NA
ENSG00000137674 MMP20 612529
ENSG00000118113 MMP8 NA
ENSG00000166670 MMP10 NA
ENSG00000149968 MMP3 614466
ENSG00000110347 MMP12 NA
ENSG00000137745 MMP13 602111
ENSG00000170962 PDGFD NA
ENSG00000196954 CASP4 NA
ENSG00000137757 CASP5 NA
ENSG00000137752 CASP1 NA
ENSG00000182359 KBTBD3 NA
ENSG00000152404 CWF19L2 NA
ENSG00000137760 ALKBH8 NA
ENSG00000170290 SLN NA
ENSG00000110723 EXPH5 615028
ENSG00000137710 RDX 611022
ENSG00000110777 POU2AF1 NA
ENSG00000137713 PPP2R1B NA
ENSG00000150773 PIH1D2 NA
ENSG00000150782 IL18 NA
ENSG00000149295 DRD2 159900
ENSG00000149295 DRD2 103780
ENSG00000086827 ZW10 NA
ENSG00000182985 CADM1 NA
ENSG00000137656 BUD13 NA
ENSG00000109917 ZNF259 NA
ENSG00000110244 APOA4 NA
ENSG00000118137 APOA1 604091
ENSG00000118137 APOA1 205400
ENSG00000118137 APOA1 107680
ENSG00000118137 APOA1 105200
ENSG00000160584 SIK3 NA
ENSG00000160613 PCSK7 NA
ENSG00000186318 BACE1 NA
ENSG00000177103 DSCAML1 NA
ENSG00000137731 FXYD2 154020
ENSG00000149575 SCN2B NA
ENSG00000160593 AMICA1 NA
ENSG00000167286 CD3D 608971
ENSG00000118096 IFT46 NA
ENSG00000118094 TREH NA
ENSG00000110367 DDX6 NA
ENSG00000186174 BCL9L NA
ENSG00000149428 HYOU1 NA
ENSG00000188486 H2AFX NA
ENSG00000172269 DPAGT1 614750
ENSG00000172269 DPAGT1 608093
ENSG00000076706 MCAM NA
ENSG00000036672 USP2 NA
ENSG00000154096 THY1 NA
ENSG00000110400 PVRL1 225060
ENSG00000137699 TRIM29 NA
ENSG00000109971 HSPA8 NA
ENSG00000166257 SCN3B 613120
ENSG00000166261 ZNF202 NA
ENSG00000197263 OR8D2 NA
ENSG00000149564 ESAM NA
ENSG00000120458 MSANTD2 NA
ENSG00000154133 ROBO4 NA
ENSG00000149557 FEZ1 NA
ENSG00000110060 PUS3 NA
ENSG00000064309 CDON 614226
ENSG00000149571 KIRREL3 612581
ENSG00000134954 ETS1 NA
ENSG00000151704 KCNJ1 241200
ENSG00000120471 TP53AIP1 NA
ENSG00000134909 ARHGAP32 NA
ENSG00000196323 ZBTB44 NA
ENSG00000120451 SNX19 NA
ENSG00000183715 OPCML 167000
ENSG00000151503 NCAPD3 NA
ENSG00000060237 WNK1 614492
ENSG00000060237 WNK1 201300
ENSG00000082805 ERC1 188550
ENSG00000111186 WNT5B NA
ENSG00000006831 ADIPOR2 NA
ENSG00000004478 FKBP4 NA
ENSG00000111203 ITFG2 NA
ENSG00000197905 TEAD4 NA
ENSG00000111218 PRMT8 NA
ENSG00000118971 CCND2 NA
ENSG00000111247 RAD51AP1 NA
ENSG00000139180 NDUFA9 NA
ENSG00000151079 KCNA6 NA
ENSG00000111262 KCNA1 160120
ENSG00000130037 KCNA5 612240
ENSG00000185652 NTF3 NA
ENSG00000010278 CD9 NA
ENSG00000111321 LTBR NA
ENSG00000139193 CD27 615122
ENSG00000139190 VAMP1 NA
ENSG00000010292 NCAPD2 NA
ENSG00000159335 PTMS NA
ENSG00000089692 LAG3 NA
ENSG00000111664 GNB3 NA
ENSG00000111667 USP5 NA
ENSG00000111669 TPI1 NA
ENSG00000010626 LRRC23 NA
ENSG00000111674 ENO2 NA
ENSG00000111676 ATN1 125370
ENSG00000111679 PTPN6 NA
ENSG00000126749 EMG1 NA
ENSG00000182326 C1S 613783
ENSG00000139182 CLSTN3 NA
ENSG00000139197 PEX5 214110
ENSG00000139197 PEX5 202370
ENSG00000089818 NECAP1 NA
ENSG00000111729 CLEC4A NA
ENSG00000139187 KLRG1 NA
ENSG00000134539 KLRD1 NA
ENSG00000139083 ETV6 601626
ENSG00000139083 ETV6 131440
ENSG00000121380 BCL2L14 NA
ENSG00000165714 LOH12CR1 NA
ENSG00000111269 CREBL2 NA
ENSG00000111276 CDKN1B 610755
ENSG00000213782 DDX47 NA
ENSG00000171681 ATF7IP NA
ENSG00000023734 STRAP NA
ENSG00000023697 DERA NA
ENSG00000139144 PIK3C2G NA
ENSG00000177938 CAPZA3 NA
ENSG00000052126 PLEKHA5 NA
ENSG00000139154 AEBP2 NA
ENSG00000172572 PDE3A NA
ENSG00000121351 IAPP NA
ENSG00000004700 RECQL NA
ENSG00000111711 GOLT1B NA
ENSG00000111726 CMAS NA
ENSG00000139163 ETNK1 NA
ENSG00000118308 LRMP NA
ENSG00000123096 SSPN NA
ENSG00000111790 FGFR1OP2 NA
ENSG00000152944 MED21 NA
ENSG00000211455 STK38L NA
ENSG00000029153 ARNTL2 NA
ENSG00000110841 PPFIBP1 NA
ENSG00000061794 MRPS35 NA
ENSG00000087448 KLHL42 NA
ENSG00000123106 CCDC91 NA
ENSG00000110900 TSPAN11 NA
ENSG00000139160 METTL20 NA
ENSG00000174718 KIAA1551 NA
ENSG00000151746 BICD1 NA
ENSG00000139132 FGD4 609311
ENSG00000087470 DNM1L 614388
ENSG00000175548 ALG10B NA
ENSG00000018236 CNTN1 612540
ENSG00000165966 PDZRN4 NA
ENSG00000198001 IRAK4 610799
ENSG00000198001 IRAK4 607676
ENSG00000179715 PCED1B NA
ENSG00000152556 PFKM 232800
ENSG00000167535 CACNB3 NA
ENSG00000125084 WNT1 615221
ENSG00000125084 WNT1 615220
ENSG00000125084 WNT1 166710
ENSG00000167553 TUBA1C NA
ENSG00000135406 PRPH NA
ENSG00000135451 TROAP NA
ENSG00000178401 DNAJC22 NA
ENSG00000139644 TMBIM6 NA
ENSG00000161798 AQP5 NA
ENSG00000110881 ASIC1 NA
ENSG00000066117 SMARCD1 NA
ENSG00000167588 GPD1 614480
ENSG00000066084 DIP2B NA
ENSG00000123268 ATF1 612160
ENSG00000185432 METTL7A NA
ENSG00000050426 LETMD1 NA
ENSG00000183283 DAZAP2 NA
ENSG00000050438 SLC4A8 NA
ENSG00000196876 SCN8A 614558
ENSG00000196876 SCN8A 614306
ENSG00000139567 ACVRL1 600376
ENSG00000135503 ACVR1B NA
ENSG00000161835 GRASP NA
ENSG00000123358 NR4A1 NA
ENSG00000123395 C12orf44 NA
ENSG00000135480 KRT7 NA
ENSG00000111057 KRT18 215600
ENSG00000111077 TENC1 NA
ENSG00000167779 IGFBP6 NA
ENSG00000135476 ESPL1 NA
ENSG00000123349 PFDN5 NA
ENSG00000139637 C12orf10 NA
ENSG00000185591 SP1 NA
ENSG00000205352 PRR13 NA
ENSG00000197111 PCBP2 NA
ENSG00000139546 TARBP2 NA
ENSG00000123364 HOXC13 614931
ENSG00000180818 HOXC10 NA
ENSG00000180806 HOXC9 NA
ENSG00000037965 HOXC8 NA
ENSG00000111481 COPZ1 NA
ENSG00000123360 PDE1B NA
ENSG00000123307 NEUROD4 NA
ENSG00000135441 BLOC1S1 NA
ENSG00000135437 RDH5 136880
ENSG00000135414 GDF11 NA
ENSG00000065357 DGKA NA
ENSG00000123374 CDK2 NA
ENSG00000111540 RAB5B NA
ENSG00000139531 SUOX 272300
ENSG00000123411 IKZF4 NA
ENSG00000065361 ERBB3 607598
ENSG00000135482 ZC3H10 NA
ENSG00000139641 ESYT1 NA
ENSG00000196465 MYL6B NA
ENSG00000135469 COQ10A NA
ENSG00000110944 IL23A NA
ENSG00000176422 SPRYD4 NA
ENSG00000166856 GPR182 NA
ENSG00000166886 NAB2 NA
ENSG00000175189 INHBC NA
ENSG00000139269 INHBE NA
ENSG00000166986 MARS NA
ENSG00000166987 MBD6 NA
ENSG00000155980 KIF5A 604187
ENSG00000178498 DTX3 NA
ENSG00000135506 OS9 NA
ENSG00000123297 TSFM 610505
ENSG00000166896 XRCC6BP1 NA
ENSG00000135655 USP15 NA
ENSG00000061987 MON2 NA
ENSG00000196935 SRGAP1 NA
ENSG00000184575 XPOT NA
ENSG00000183735 TBK1 177700
ENSG00000149948 HMGA2 611547
ENSG00000149948 HMGA2 150699
ENSG00000090376 IRAK3 611064
ENSG00000127311 HELB NA
ENSG00000111530 CAND1 NA
ENSG00000127334 DYRK2 NA
ENSG00000111581 NUP107 NA
ENSG00000111605 CPSF6 NA
ENSG00000090382 LYZ 105200
ENSG00000127337 YEATS4 NA
ENSG00000166225 FRS2 NA
ENSG00000166226 CCT2 NA
ENSG00000127328 RAB3IP NA
ENSG00000111596 CNOT2 NA
ENSG00000173451 THAP2 NA
ENSG00000080371 RAB21 NA
ENSG00000121749 TBC1D15 NA
ENSG00000072657 TRHDE NA
ENSG00000186908 ZDHHC17 NA
ENSG00000067715 SYT1 NA
ENSG00000111046 MYF6 614408
ENSG00000111049 MYF5 NA
ENSG00000127720 METTL25 NA
ENSG00000179104 TMTC2 NA
ENSG00000180318 ALX1 613456
ENSG00000133636 NTS NA
ENSG00000139324 TMTC3 NA
ENSG00000198015 MRPL42 NA
ENSG00000120833 SOCS2 NA
ENSG00000169372 CRADD 614499
ENSG00000136040 PLXNC1 NA
ENSG00000028203 VEZT NA
ENSG00000111142 METAP2 NA
ENSG00000139343 SNRPF NA
ENSG00000111145 ELK3 NA
ENSG00000139350 NEDD1 NA
ENSG00000120802 TMPO 613740
ENSG00000180219 FAM71C NA
ENSG00000075089 ACTR6 NA
ENSG00000136021 SCYL2 NA
ENSG00000012504 NR1H4 NA
ENSG00000165195 PIGA 300868
ENSG00000165195 PIGA 300818
ENSG00000120800 UTP20 NA
ENSG00000196091 MYBPC1 614915
ENSG00000196091 MYBPC1 614335
ENSG00000139352 ASCL1 NA
ENSG00000136011 STAB2 NA
ENSG00000166598 HSP90B1 NA
ENSG00000139372 TDG NA
ENSG00000111727 HCFC2 NA
ENSG00000198431 TXNRD1 NA
ENSG00000136051 KIAA1033 NA
ENSG00000166046 TCP11L2 NA
ENSG00000111783 RFX4 NA
ENSG00000111785 RIC8B NA
ENSG00000151135 C12orf23 NA
ENSG00000136045 PWP1 NA
ENSG00000187855 ASCL4 NA
ENSG00000198855 FICD NA
ENSG00000136003 ISCU 255125
ENSG00000110887 DAO NA
ENSG00000135093 USP30 NA
ENSG00000076248 UNG 608106
ENSG00000076555 ACACB NA
ENSG00000151148 UBE3B 615057
ENSG00000110921 MVK 610377
ENSG00000110921 MVK 260920
ENSG00000076513 ANKRD13A NA
ENSG00000174437 ATP2A2 124200
ENSG00000174437 ATP2A2 101900
ENSG00000173093 CCDC63 NA
ENSG00000111252 SH2B3 612011
ENSG00000111252 SH2B3 222100
ENSG00000111275 ALDH2 610251
ENSG00000111275 ALDH2 100650
ENSG00000089022 MAPKAPK5 NA
ENSG00000089248 ERP29 NA
ENSG00000135148 TRAFD1 NA
ENSG00000179295 PTPN11 607785
ENSG00000179295 PTPN11 163950
ENSG00000179295 PTPN11 156250
ENSG00000179295 PTPN11 151100
ENSG00000089169 RPH3A NA
ENSG00000135144 DTX1 NA
ENSG00000139410 SDSL NA
ENSG00000174989 FBXW8 NA
ENSG00000111445 RFC5 NA
ENSG00000089220 PEBP1 NA
ENSG00000111707 SUDS3 NA
ENSG00000152137 HSPB8 608673
ENSG00000152137 HSPB8 158590
ENSG00000111725 PRKAB1 NA
ENSG00000135127 CCDC64 NA
ENSG00000089163 SIRT4 NA
ENSG00000022840 RNF10 NA
ENSG00000157782 CABP1 NA
ENSG00000110917 MLEC NA
ENSG00000175970 UNC119B NA
ENSG00000135100 HNF1A 612520
ENSG00000135100 HNF1A 606391
ENSG00000135100 HNF1A 600496
ENSG00000135100 HNF1A 142330
ENSG00000135124 P2RX4 NA
ENSG00000170633 RNF34 NA
ENSG00000182500 ORAI1 612782
ENSG00000110801 PSMD9 NA
ENSG00000175727 MLXIP NA
ENSG00000176383 B3GNT4 NA
ENSG00000184445 KNTC1 NA
ENSG00000139726 DENR NA
ENSG00000130787 HIP1R NA
ENSG00000111325 OGFOD2 NA
ENSG00000182196 ARL6IP4 NA
ENSG00000130921 C12orf65 615035
ENSG00000130921 C12orf65 613559
ENSG00000086598 TMED2 NA
ENSG00000111364 DDX55 NA
ENSG00000111358 GTF2H3 NA
ENSG00000185344 ATP6V0A2 278250
ENSG00000185344 ATP6V0A2 219200
ENSG00000178882 FAM101A NA
ENSG00000184992 BRI3BP NA
ENSG00000111432 FZD10 NA
ENSG00000061936 SFSWAP NA
ENSG00000198598 MMP17 NA
ENSG00000177169 ULK1 NA
ENSG00000177192 PUS1 600462
ENSG00000184967 NOC4L NA
ENSG00000187848 P2RX2 NA
ENSG00000176894 PXMP2 NA
ENSG00000142534 RPS11 NA
ENSG00000100138 NHP2L1 NA
ENSG00000090612 ZNF268 NA
ENSG00000111181 SLC6A12 NA
ENSG00000073614 KDM5A NA
ENSG00000002016 RAD52 NA
ENSG00000171823 FBXL14 NA
ENSG00000151065 DCP1B NA
ENSG00000053702 NRIP2 NA
ENSG00000130038 EFCAB4B NA
ENSG00000111224 PARP11 NA
ENSG00000118972 FGF23 211900
ENSG00000118972 FGF23 193100
ENSG00000111241 FGF6 NA
ENSG00000047621 C12orf4 NA
ENSG00000111254 AKAP3 NA
ENSG00000067182 TNFRSF1A 614810
ENSG00000067182 TNFRSF1A 142680
ENSG00000111319 SCNN1A 613021
ENSG00000111319 SCNN1A 264350
ENSG00000010295 IFFO1 NA
ENSG00000111641 NOP2 NA
ENSG00000111642 CHD4 NA
ENSG00000111653 ING4 NA
ENSG00000126746 ZNF384 NA
ENSG00000089693 MLF2 NA
ENSG00000111665 CDCA3 NA
ENSG00000111671 SPSB2 NA
ENSG00000159403 C1R NA
ENSG00000177575 CD163 NA
ENSG00000111701 APOBEC1 NA
ENSG00000184344 GDF3 613704
ENSG00000184344 GDF3 613703
ENSG00000184344 GDF3 613702
ENSG00000171860 C3AR1 NA
ENSG00000111732 AICDA 605258
ENSG00000197614 MFAP5 NA
ENSG00000003056 M6PR NA
ENSG00000175899 A2M NA
ENSG00000126838 PZP NA
ENSG00000111796 KLRB1 NA
ENSG00000165682 CLEC1B NA
ENSG00000213809 KLRK1 NA
ENSG00000205809 KLRC2 NA
ENSG00000060140 STYK1 NA
ENSG00000134551 PRH2 NA
ENSG00000070018 LRP6 610947
ENSG00000111266 DUSP16 NA
ENSG00000013583 HEBP1 NA
ENSG00000070019 GUCY2C 614665
ENSG00000070019 GUCY2C 614616
ENSG00000197837 HIST4H4 NA
ENSG00000139055 ERP27 NA
ENSG00000111348 ARHGDIB NA
ENSG00000151491 EPS8 NA
ENSG00000048540 LMO3 NA
ENSG00000084453 SLCO1A2 NA
ENSG00000111713 GYS2 240600
ENSG00000111716 LDHB 614128
ENSG00000121361 KCNJ8 272120
ENSG00000069431 ABCC9 614050
ENSG00000069431 ABCC9 608569
ENSG00000069431 ABCC9 239850
ENSG00000134532 SOX5 NA
ENSG00000123095 BHLHE41 612975
ENSG00000064102 ASUN NA
ENSG00000087494 PTHLH 613382
ENSG00000087502 ERGIC2 NA
ENSG00000187950 OVCH1 NA
ENSG00000139146 FAM60A NA
ENSG00000187109 NAP1L1 NA
ENSG00000057294 PKP2 609040
ENSG00000139117 CPNE8 NA
ENSG00000139116 KIF21A 135700
ENSG00000173208 ABCD2 NA
ENSG00000151233 GXYLT1 NA
